,nominal_temperature,boundary_conditions
1530,75,"[17, 17, 68, 68, 56, 56, 80, 80, 39, 39, 82, 82, 18, 18, 28, 28, 32, 32, 75, 75, 44, 44, 88, 88, 75, 75, 66, 66, 34, 34, 41, 41, 50, 50, 38, 38]"
1531,19,"[32, 32, 21, 21, 100, 100, 96, 96, 44, 44, 54, 54, 80, 80, 35, 35, 22, 22, 4, 4, 85, 85, 15, 15, 92, 92, 81, 81, 100, 100, 28, 28, 77, 77, 13, 13]"
1532,5,"[60, 60, 66, 66, 72, 72, 75, 75, 100, 100, 14, 14, 28, 28, 60, 60, 26, 26, 92, 92, 24, 24, 12, 12, 18, 18, 59, 59, 60, 60, 45, 45, 74, 74, 39, 39]"
1533,64,"[83, 83, 20, 20, 23, 23, 69, 69, 62, 62, 74, 74, 2, 2, 79, 79, 89, 89, 95, 95, 56, 56, 69, 69, 87, 87, 81, 81, 85, 85, 71, 71, 10, 10, 83, 83]"
1534,1,"[14, 14, 92, 92, 5, 5, 44, 44, 64, 64, 26, 26, 68, 68, 10, 10, 14, 14, 45, 45, 34, 34, 92, 92, 53, 53, 51, 51, 34, 34, 54, 54, 13, 13, 67, 67]"
1535,58,"[63, 63, 33, 33, 44, 44, 67, 67, 11, 11, 31, 31, 26, 26, 5, 5, 8, 8, 69, 69, 78, 78, 52, 52, 51, 51, 29, 29, 63, 63, 19, 19, 19, 19, 25, 25]"
1536,91,"[71, 71, 80, 80, 67, 67, 73, 73, 92, 92, 53, 53, 75, 75, 99, 99, 61, 61, 70, 70, 15, 15, 46, 46, 35, 35, 48, 48, 78, 78, 43, 43, 71, 71, 22, 22]"
1537,84,"[24, 24, 97, 97, 31, 31, 57, 57, 8, 8, 14, 14, 34, 34, 89, 89, 30, 30, 87, 87, 70, 70, 39, 39, 96, 96, 26, 26, 60, 60, 75, 75, 79, 79, 22, 22]"
1538,78,"[60, 60, 91, 91, 76, 76, 47, 47, 0, 0, 98, 98, 42, 42, 15, 15, 95, 95, 90, 90, 82, 82, 100, 100, 53, 53, 93, 93, 3, 3, 55, 55, 74, 74, 21, 21]"
1539,90,"[43, 43, 15, 15, 3, 3, 91, 91, 21, 21, 53, 53, 11, 11, 68, 68, 75, 75, 53, 53, 66, 66, 38, 38, 34, 34, 49, 49, 37, 37, 76, 76, 75, 75, 92, 92]"
1540,88,"[77, 77, 93, 93, 65, 65, 45, 45, 56, 56, 81, 81, 57, 57, 7, 7, 47, 47, 19, 19, 89, 89, 10, 10, 60, 60, 93, 93, 74, 74, 16, 16, 43, 43, 20, 20]"
1541,10,"[31, 31, 28, 28, 88, 88, 46, 46, 97, 97, 38, 38, 18, 18, 90, 90, 4, 4, 96, 96, 29, 29, 61, 61, 11, 11, 16, 16, 36, 36, 93, 93, 70, 70, 81, 81]"
1542,99,"[39, 39, 68, 68, 40, 40, 64, 64, 49, 49, 9, 9, 48, 48, 56, 56, 2, 2, 14, 14, 46, 46, 22, 22, 53, 53, 65, 65, 71, 71, 31, 31, 14, 14, 20, 20]"
1543,4,"[56, 56, 64, 64, 63, 63, 6, 6, 78, 78, 51, 51, 95, 95, 3, 3, 22, 22, 43, 43, 79, 79, 71, 71, 3, 3, 85, 85, 56, 56, 91, 91, 98, 98, 26, 26]"
1544,80,"[35, 35, 54, 54, 21, 21, 6, 6, 5, 5, 6, 6, 39, 39, 99, 99, 47, 47, 73, 73, 45, 45, 62, 62, 93, 93, 52, 52, 55, 55, 81, 81, 75, 75, 68, 68]"
1545,57,"[78, 78, 93, 93, 95, 95, 82, 82, 19, 19, 91, 91, 69, 69, 46, 46, 48, 48, 64, 64, 0, 0, 22, 22, 49, 49, 49, 49, 97, 97, 89, 89, 82, 82, 81, 81]"
1546,19,"[96, 96, 2, 2, 34, 34, 94, 94, 31, 31, 83, 83, 3, 3, 62, 62, 11, 11, 55, 55, 27, 27, 31, 31, 13, 13, 49, 49, 66, 66, 69, 69, 95, 95, 77, 77]"
1547,100,"[0, 0, 8, 8, 93, 93, 96, 96, 33, 33, 36, 36, 14, 14, 36, 36, 86, 86, 88, 88, 97, 97, 73, 73, 89, 89, 82, 82, 91, 91, 76, 76, 21, 21, 69, 69]"
1548,56,"[11, 11, 16, 16, 64, 64, 72, 72, 69, 69, 80, 80, 7, 7, 12, 12, 29, 29, 87, 87, 13, 13, 38, 38, 32, 32, 76, 76, 63, 63, 9, 9, 26, 26, 31, 31]"
1549,55,"[6, 6, 65, 65, 76, 76, 19, 19, 7, 7, 45, 45, 54, 54, 75, 75, 51, 51, 35, 35, 69, 69, 42, 42, 59, 59, 2, 2, 47, 47, 1, 1, 9, 9, 32, 32]"
1550,26,"[3, 3, 10, 10, 87, 87, 82, 82, 96, 96, 98, 98, 82, 82, 62, 62, 81, 81, 5, 5, 26, 26, 33, 33, 30, 30, 69, 69, 17, 17, 29, 29, 31, 31, 58, 58]"
1551,65,"[10, 10, 46, 46, 30, 30, 87, 87, 10, 10, 98, 98, 63, 63, 35, 35, 25, 25, 32, 32, 30, 30, 35, 35, 30, 30, 37, 37, 32, 32, 43, 43, 4, 4, 18, 18]"
1552,46,"[33, 33, 20, 20, 73, 73, 23, 23, 72, 72, 14, 14, 70, 70, 90, 90, 13, 13, 90, 90, 61, 61, 20, 20, 96, 96, 97, 97, 42, 42, 19, 19, 64, 64, 63, 63]"
1553,36,"[97, 97, 45, 45, 53, 53, 53, 53, 19, 19, 11, 11, 64, 64, 18, 18, 4, 4, 36, 36, 42, 42, 52, 52, 24, 24, 73, 73, 52, 52, 59, 59, 56, 56, 81, 81]"
1554,49,"[33, 33, 9, 9, 7, 7, 9, 9, 49, 49, 97, 97, 53, 53, 2, 2, 10, 10, 64, 64, 89, 89, 3, 3, 0, 0, 61, 61, 19, 19, 13, 13, 2, 2, 49, 49]"
1555,38,"[45, 45, 79, 79, 24, 24, 36, 36, 36, 36, 3, 3, 82, 82, 95, 95, 8, 8, 28, 28, 77, 77, 13, 13, 27, 27, 54, 54, 93, 93, 30, 30, 99, 99, 100, 100]"
1556,55,"[36, 36, 13, 13, 0, 0, 60, 60, 97, 97, 66, 66, 0, 0, 24, 24, 25, 25, 13, 13, 86, 86, 8, 8, 53, 53, 89, 89, 43, 43, 88, 88, 83, 83, 61, 61]"
1557,52,"[89, 89, 52, 52, 20, 20, 65, 65, 13, 13, 98, 98, 36, 36, 90, 90, 18, 18, 17, 17, 57, 57, 60, 60, 37, 37, 26, 26, 88, 88, 85, 85, 64, 64, 3, 3]"
1558,14,"[78, 78, 60, 60, 61, 61, 28, 28, 90, 90, 0, 0, 75, 75, 90, 90, 75, 75, 1, 1, 41, 41, 40, 40, 65, 65, 13, 13, 68, 68, 66, 66, 92, 92, 65, 65]"
1559,91,"[86, 86, 90, 90, 86, 86, 11, 11, 28, 28, 38, 38, 48, 48, 28, 28, 77, 77, 5, 5, 48, 48, 55, 55, 20, 20, 23, 23, 87, 87, 99, 99, 48, 48, 42, 42]"
1560,13,"[96, 96, 39, 39, 54, 54, 77, 77, 62, 62, 80, 80, 40, 40, 91, 91, 74, 74, 95, 95, 15, 15, 18, 18, 87, 87, 70, 70, 48, 48, 10, 10, 62, 62, 25, 25]"
1561,84,"[98, 98, 42, 42, 3, 3, 25, 25, 94, 94, 64, 64, 74, 74, 7, 7, 51, 51, 49, 49, 97, 97, 77, 77, 80, 80, 96, 96, 87, 87, 74, 74, 0, 0, 89, 89]"
1562,87,"[91, 91, 12, 12, 78, 78, 54, 54, 68, 68, 98, 98, 63, 63, 94, 94, 48, 48, 27, 27, 18, 18, 45, 45, 69, 69, 29, 29, 19, 19, 75, 75, 87, 87, 15, 15]"
1563,41,"[98, 98, 72, 72, 33, 33, 64, 64, 50, 50, 65, 65, 98, 98, 51, 51, 96, 96, 1, 1, 71, 71, 4, 4, 60, 60, 5, 5, 28, 28, 36, 36, 74, 74, 0, 0]"
1564,60,"[40, 40, 47, 47, 47, 47, 5, 5, 4, 4, 31, 31, 48, 48, 21, 21, 90, 90, 33, 33, 65, 65, 73, 73, 53, 53, 49, 49, 61, 61, 80, 80, 48, 48, 19, 19]"
1565,58,"[99, 99, 88, 88, 38, 38, 10, 10, 46, 46, 40, 40, 27, 27, 15, 15, 46, 46, 24, 24, 66, 66, 41, 41, 33, 33, 67, 67, 36, 36, 30, 30, 91, 91, 51, 51]"
1566,72,"[55, 55, 69, 69, 84, 84, 53, 53, 68, 68, 62, 62, 59, 59, 40, 40, 15, 15, 59, 59, 79, 79, 28, 28, 100, 100, 60, 60, 13, 13, 34, 34, 3, 3, 19, 19]"
1567,93,"[25, 25, 12, 12, 58, 58, 83, 83, 25, 25, 69, 69, 30, 30, 4, 4, 88, 88, 99, 99, 74, 74, 52, 52, 43, 43, 66, 66, 53, 53, 82, 82, 0, 0, 76, 76]"
1568,11,"[17, 17, 72, 72, 18, 18, 54, 54, 6, 6, 89, 89, 90, 90, 9, 9, 8, 8, 60, 60, 79, 79, 50, 50, 11, 11, 22, 22, 35, 35, 73, 73, 26, 26, 77, 77]"
1569,4,"[63, 63, 48, 48, 27, 27, 3, 3, 30, 30, 85, 85, 82, 82, 17, 17, 59, 59, 64, 64, 71, 71, 50, 50, 59, 59, 100, 100, 82, 82, 6, 6, 71, 71, 36, 36]"
1570,33,"[19, 19, 2, 2, 11, 11, 89, 89, 92, 92, 42, 42, 40, 40, 40, 40, 37, 37, 36, 36, 45, 45, 9, 9, 79, 79, 25, 25, 1, 1, 39, 39, 37, 37, 32, 32]"
1571,10,"[46, 46, 12, 12, 81, 81, 80, 80, 85, 85, 78, 78, 60, 60, 17, 17, 87, 87, 3, 3, 8, 8, 5, 5, 33, 33, 40, 40, 43, 43, 93, 93, 65, 65, 39, 39]"
1572,30,"[62, 62, 47, 47, 100, 100, 4, 4, 5, 5, 31, 31, 45, 45, 96, 96, 10, 10, 15, 15, 4, 4, 47, 47, 99, 99, 62, 62, 11, 11, 98, 98, 17, 17, 99, 99]"
1573,13,"[11, 11, 72, 72, 13, 13, 34, 34, 87, 87, 15, 15, 57, 57, 22, 22, 83, 83, 72, 72, 81, 81, 72, 72, 89, 89, 30, 30, 86, 86, 100, 100, 84, 84, 28, 28]"
1574,45,"[38, 38, 40, 40, 3, 3, 84, 84, 61, 61, 5, 5, 64, 64, 62, 62, 90, 90, 91, 91, 26, 26, 6, 6, 43, 43, 37, 37, 24, 24, 19, 19, 29, 29, 71, 71]"
1575,3,"[89, 89, 60, 60, 97, 97, 87, 87, 54, 54, 48, 48, 16, 16, 88, 88, 63, 63, 17, 17, 66, 66, 13, 13, 71, 71, 13, 13, 22, 22, 61, 61, 29, 29, 12, 12]"
1576,69,"[80, 80, 99, 99, 40, 40, 31, 31, 46, 46, 39, 39, 58, 58, 27, 27, 4, 4, 7, 7, 28, 28, 73, 73, 28, 28, 94, 94, 4, 4, 93, 93, 33, 33, 94, 94]"
1577,58,"[55, 55, 22, 22, 3, 3, 33, 33, 56, 56, 36, 36, 92, 92, 81, 81, 12, 12, 76, 76, 54, 54, 24, 24, 51, 51, 44, 44, 38, 38, 98, 98, 29, 29, 71, 71]"
1578,45,"[1, 1, 31, 31, 90, 90, 27, 27, 68, 68, 47, 47, 62, 62, 31, 31, 92, 92, 89, 89, 45, 45, 74, 74, 73, 73, 24, 24, 89, 89, 19, 19, 59, 59, 10, 10]"
1579,2,"[14, 14, 75, 75, 1, 1, 86, 86, 47, 47, 14, 14, 34, 34, 66, 66, 13, 13, 43, 43, 71, 71, 1, 1, 18, 18, 44, 44, 93, 93, 13, 13, 37, 37, 40, 40]"
1580,88,"[42, 42, 78, 78, 27, 27, 69, 69, 50, 50, 61, 61, 94, 94, 35, 35, 6, 6, 30, 30, 18, 18, 85, 85, 84, 84, 21, 21, 3, 3, 69, 69, 45, 45, 91, 91]"
1581,59,"[20, 20, 59, 59, 69, 69, 11, 11, 95, 95, 45, 45, 48, 48, 65, 65, 88, 88, 73, 73, 20, 20, 8, 8, 17, 17, 0, 0, 0, 0, 25, 25, 92, 92, 86, 86]"
1582,79,"[39, 39, 59, 59, 50, 50, 99, 99, 28, 28, 84, 84, 70, 70, 39, 39, 85, 85, 47, 47, 11, 11, 99, 99, 14, 14, 36, 36, 21, 21, 100, 100, 39, 39, 68, 68]"
1583,50,"[49, 49, 69, 69, 79, 79, 23, 23, 27, 27, 68, 68, 75, 75, 81, 81, 86, 86, 92, 92, 39, 39, 43, 43, 3, 3, 61, 61, 43, 43, 34, 34, 82, 82, 43, 43]"
1584,58,"[62, 62, 64, 64, 42, 42, 21, 21, 99, 99, 24, 24, 100, 100, 8, 8, 70, 70, 52, 52, 0, 0, 25, 25, 39, 39, 6, 6, 85, 85, 54, 54, 26, 26, 31, 31]"
1585,48,"[87, 87, 7, 7, 47, 47, 54, 54, 53, 53, 39, 39, 67, 67, 12, 12, 69, 69, 55, 55, 90, 90, 77, 77, 88, 88, 12, 12, 96, 96, 99, 99, 97, 97, 94, 94]"
1586,7,"[73, 73, 85, 85, 41, 41, 66, 66, 84, 84, 13, 13, 46, 46, 3, 3, 100, 100, 36, 36, 13, 13, 53, 53, 44, 44, 65, 65, 12, 12, 14, 14, 41, 41, 3, 3]"
1587,44,"[45, 45, 44, 44, 58, 58, 77, 77, 76, 76, 84, 84, 91, 91, 39, 39, 47, 47, 77, 77, 45, 45, 31, 31, 7, 7, 48, 48, 46, 46, 27, 27, 69, 69, 45, 45]"
1588,22,"[56, 56, 95, 95, 90, 90, 89, 89, 59, 59, 63, 63, 27, 27, 75, 75, 51, 51, 92, 92, 9, 9, 20, 20, 10, 10, 85, 85, 35, 35, 67, 67, 70, 70, 7, 7]"
1589,10,"[59, 59, 52, 52, 18, 18, 30, 30, 20, 20, 33, 33, 75, 75, 94, 94, 30, 30, 63, 63, 10, 10, 47, 47, 0, 0, 100, 100, 45, 45, 18, 18, 31, 31, 62, 62]"
1590,26,"[92, 92, 70, 70, 92, 92, 79, 79, 60, 60, 75, 75, 82, 82, 87, 87, 52, 52, 55, 55, 2, 2, 65, 65, 7, 7, 33, 33, 5, 5, 34, 34, 55, 55, 47, 47]"
1591,28,"[55, 55, 16, 16, 19, 19, 29, 29, 89, 89, 100, 100, 14, 14, 87, 87, 0, 0, 77, 77, 9, 9, 34, 34, 43, 43, 42, 42, 1, 1, 86, 86, 96, 96, 87, 87]"
1592,81,"[98, 98, 73, 73, 8, 8, 88, 88, 5, 5, 71, 71, 55, 55, 52, 52, 81, 81, 20, 20, 23, 23, 24, 24, 60, 60, 86, 86, 74, 74, 60, 60, 93, 93, 24, 24]"
1593,43,"[94, 94, 47, 47, 49, 49, 52, 52, 17, 17, 73, 73, 73, 73, 32, 32, 34, 34, 14, 14, 17, 17, 82, 82, 9, 9, 19, 19, 45, 45, 76, 76, 77, 77, 84, 84]"
1594,97,"[87, 87, 14, 14, 24, 24, 91, 91, 21, 21, 10, 10, 31, 31, 64, 64, 50, 50, 87, 87, 10, 10, 50, 50, 5, 5, 52, 52, 12, 12, 28, 28, 82, 82, 21, 21]"
1595,21,"[52, 52, 35, 35, 86, 86, 79, 79, 76, 76, 52, 52, 0, 0, 13, 13, 93, 93, 59, 59, 6, 6, 48, 48, 12, 12, 85, 85, 72, 72, 76, 76, 14, 14, 50, 50]"
1596,8,"[8, 8, 88, 88, 23, 23, 68, 68, 54, 54, 1, 1, 51, 51, 69, 69, 94, 94, 10, 10, 48, 48, 80, 80, 86, 86, 63, 63, 64, 64, 62, 62, 65, 65, 86, 86]"
1597,29,"[56, 56, 78, 78, 9, 9, 80, 80, 92, 92, 12, 12, 19, 19, 16, 16, 25, 25, 83, 83, 47, 47, 74, 74, 77, 77, 99, 99, 1, 1, 42, 42, 46, 46, 31, 31]"
1598,15,"[39, 39, 84, 84, 0, 0, 28, 28, 80, 80, 60, 60, 16, 16, 13, 13, 69, 69, 11, 11, 90, 90, 93, 93, 91, 91, 54, 54, 54, 54, 11, 11, 91, 91, 59, 59]"
1599,87,"[75, 75, 77, 77, 26, 26, 68, 68, 91, 91, 35, 35, 69, 69, 83, 83, 93, 93, 78, 78, 28, 28, 90, 90, 53, 53, 72, 72, 23, 23, 42, 42, 7, 7, 58, 58]"
1600,92,"[88, 88, 71, 71, 20, 20, 21, 21, 46, 46, 83, 83, 77, 77, 74, 74, 59, 59, 100, 100, 73, 73, 69, 69, 74, 74, 73, 73, 52, 52, 58, 58, 33, 33, 84, 84]"
1601,25,"[93, 93, 38, 38, 73, 73, 40, 40, 35, 35, 7, 7, 27, 27, 58, 58, 80, 80, 14, 14, 22, 22, 72, 72, 36, 36, 68, 68, 8, 8, 0, 0, 10, 10, 46, 46]"
1602,55,"[38, 38, 57, 57, 21, 21, 5, 5, 50, 50, 19, 19, 24, 24, 16, 16, 52, 52, 56, 56, 55, 55, 37, 37, 18, 18, 13, 13, 81, 81, 85, 85, 12, 12, 4, 4]"
1603,44,"[71, 71, 37, 37, 2, 2, 43, 43, 39, 39, 78, 78, 82, 82, 29, 29, 14, 14, 85, 85, 66, 66, 24, 24, 46, 46, 89, 89, 29, 29, 42, 42, 17, 17, 86, 86]"
1604,19,"[18, 18, 10, 10, 6, 6, 65, 65, 65, 65, 9, 9, 71, 71, 53, 53, 11, 11, 37, 37, 60, 60, 42, 42, 3, 3, 82, 82, 13, 13, 66, 66, 62, 62, 43, 43]"
1605,9,"[49, 49, 37, 37, 2, 2, 39, 39, 100, 100, 20, 20, 41, 41, 78, 78, 55, 55, 17, 17, 81, 81, 100, 100, 92, 92, 15, 15, 77, 77, 95, 95, 42, 42, 62, 62]"
1606,73,"[8, 8, 20, 20, 18, 18, 19, 19, 0, 0, 22, 22, 21, 21, 46, 46, 0, 0, 5, 5, 59, 59, 83, 83, 12, 12, 28, 28, 51, 51, 21, 21, 66, 66, 64, 64]"
1607,35,"[7, 7, 46, 46, 40, 40, 39, 39, 65, 65, 3, 3, 23, 23, 19, 19, 83, 83, 12, 12, 53, 53, 83, 83, 42, 42, 61, 61, 24, 24, 50, 50, 19, 19, 11, 11]"
1608,10,"[27, 27, 19, 19, 7, 7, 12, 12, 68, 68, 83, 83, 31, 31, 15, 15, 30, 30, 4, 4, 9, 9, 12, 12, 34, 34, 70, 70, 59, 59, 86, 86, 49, 49, 42, 42]"
1609,82,"[29, 29, 96, 96, 6, 6, 32, 32, 3, 3, 45, 45, 80, 80, 14, 14, 14, 14, 26, 26, 59, 59, 55, 55, 22, 22, 83, 83, 71, 71, 55, 55, 54, 54, 19, 19]"
1610,38,"[85, 85, 80, 80, 74, 74, 38, 38, 61, 61, 39, 39, 72, 72, 28, 28, 93, 93, 59, 59, 98, 98, 53, 53, 52, 52, 73, 73, 2, 2, 65, 65, 40, 40, 57, 57]"
1611,49,"[43, 43, 30, 30, 75, 75, 37, 37, 0, 0, 1, 1, 33, 33, 12, 12, 63, 63, 32, 32, 29, 29, 11, 11, 24, 24, 24, 24, 54, 54, 97, 97, 80, 80, 23, 23]"
1612,70,"[47, 47, 37, 37, 9, 9, 44, 44, 23, 23, 79, 79, 74, 74, 58, 58, 97, 97, 65, 65, 5, 5, 79, 79, 13, 13, 10, 10, 1, 1, 51, 51, 24, 24, 10, 10]"
1613,92,"[56, 56, 39, 39, 1, 1, 65, 65, 64, 64, 70, 70, 89, 89, 4, 4, 4, 4, 18, 18, 60, 60, 26, 26, 66, 66, 66, 66, 62, 62, 82, 82, 8, 8, 62, 62]"
1614,18,"[0, 0, 72, 72, 9, 9, 14, 14, 72, 72, 22, 22, 38, 38, 72, 72, 14, 14, 83, 83, 51, 51, 86, 86, 68, 68, 55, 55, 41, 41, 86, 86, 18, 18, 43, 43]"
1615,6,"[90, 90, 88, 88, 16, 16, 39, 39, 32, 32, 74, 74, 61, 61, 77, 77, 61, 61, 74, 74, 50, 50, 34, 34, 21, 21, 84, 84, 87, 87, 28, 28, 41, 41, 44, 44]"
1616,87,"[62, 62, 98, 98, 64, 64, 92, 92, 69, 69, 42, 42, 89, 89, 100, 100, 87, 87, 81, 81, 73, 73, 65, 65, 77, 77, 80, 80, 100, 100, 87, 87, 4, 4, 18, 18]"
1617,85,"[89, 89, 35, 35, 52, 52, 37, 37, 87, 87, 17, 17, 28, 28, 64, 64, 78, 78, 82, 82, 72, 72, 23, 23, 6, 6, 45, 45, 48, 48, 70, 70, 14, 14, 19, 19]"
1618,60,"[37, 37, 43, 43, 96, 96, 36, 36, 20, 20, 70, 70, 90, 90, 5, 5, 31, 31, 4, 4, 45, 45, 54, 54, 19, 19, 60, 60, 25, 25, 73, 73, 51, 51, 23, 23]"
1619,56,"[84, 84, 15, 15, 87, 87, 20, 20, 12, 12, 28, 28, 54, 54, 80, 80, 66, 66, 67, 67, 7, 7, 13, 13, 47, 47, 35, 35, 45, 45, 88, 88, 68, 68, 0, 0]"
1620,21,"[48, 48, 14, 14, 70, 70, 30, 30, 84, 84, 76, 76, 15, 15, 19, 19, 5, 5, 48, 48, 17, 17, 32, 32, 17, 17, 43, 43, 71, 71, 53, 53, 3, 3, 87, 87]"
1621,10,"[76, 76, 4, 4, 73, 73, 17, 17, 95, 95, 89, 89, 100, 100, 37, 37, 22, 22, 29, 29, 70, 70, 15, 15, 73, 73, 97, 97, 18, 18, 25, 25, 54, 54, 68, 68]"
1622,24,"[22, 22, 22, 22, 52, 52, 63, 63, 85, 85, 29, 29, 48, 48, 25, 25, 55, 55, 80, 80, 81, 81, 35, 35, 22, 22, 6, 6, 54, 54, 24, 24, 2, 2, 16, 16]"
1623,97,"[66, 66, 96, 96, 82, 82, 14, 14, 86, 86, 48, 48, 91, 91, 46, 46, 37, 37, 58, 58, 98, 98, 62, 62, 81, 81, 7, 7, 41, 41, 3, 3, 35, 35, 71, 71]"
1624,29,"[94, 94, 29, 29, 85, 85, 89, 89, 10, 10, 24, 24, 74, 74, 23, 23, 86, 86, 93, 93, 36, 36, 23, 23, 39, 39, 98, 98, 82, 82, 75, 75, 22, 22, 26, 26]"
1625,51,"[76, 76, 1, 1, 3, 3, 81, 81, 51, 51, 51, 51, 100, 100, 47, 47, 52, 52, 17, 17, 57, 57, 44, 44, 84, 84, 28, 28, 36, 36, 77, 77, 15, 15, 27, 27]"
1626,94,"[63, 63, 75, 75, 82, 82, 70, 70, 66, 66, 10, 10, 33, 33, 20, 20, 89, 89, 65, 65, 80, 80, 45, 45, 17, 17, 55, 55, 3, 3, 9, 9, 8, 8, 52, 52]"
1627,63,"[7, 7, 33, 33, 67, 67, 61, 61, 62, 62, 44, 44, 25, 25, 97, 97, 74, 74, 93, 93, 70, 70, 24, 24, 42, 42, 73, 73, 57, 57, 34, 34, 60, 60, 83, 83]"
1628,75,"[79, 79, 2, 2, 17, 17, 80, 80, 97, 97, 63, 63, 39, 39, 95, 95, 57, 57, 43, 43, 74, 74, 98, 98, 23, 23, 36, 36, 68, 68, 79, 79, 23, 23, 44, 44]"
1629,2,"[81, 81, 50, 50, 10, 10, 53, 53, 62, 62, 73, 73, 0, 0, 94, 94, 53, 53, 10, 10, 43, 43, 99, 99, 28, 28, 67, 67, 70, 70, 50, 50, 94, 94, 34, 34]"
1630,81,"[73, 73, 41, 41, 5, 5, 3, 3, 70, 70, 45, 45, 97, 97, 22, 22, 67, 67, 59, 59, 23, 23, 47, 47, 4, 4, 49, 49, 49, 49, 29, 29, 68, 68, 5, 5]"
1631,92,"[85, 85, 84, 84, 13, 13, 39, 39, 32, 32, 61, 61, 41, 41, 90, 90, 21, 21, 35, 35, 22, 22, 49, 49, 37, 37, 15, 15, 87, 87, 19, 19, 31, 31, 55, 55]"
1632,45,"[25, 25, 34, 34, 5, 5, 94, 94, 69, 69, 95, 95, 98, 98, 44, 44, 51, 51, 3, 3, 54, 54, 57, 57, 23, 23, 47, 47, 98, 98, 68, 68, 39, 39, 68, 68]"
1633,10,"[11, 11, 74, 74, 63, 63, 55, 55, 37, 37, 2, 2, 63, 63, 3, 3, 30, 30, 18, 18, 11, 11, 79, 79, 35, 35, 22, 22, 24, 24, 96, 96, 26, 26, 25, 25]"
1634,11,"[95, 95, 16, 16, 53, 53, 72, 72, 19, 19, 12, 12, 45, 45, 95, 95, 63, 63, 31, 31, 69, 69, 69, 69, 77, 77, 100, 100, 2, 2, 78, 78, 25, 25, 41, 41]"
1635,87,"[3, 3, 94, 94, 89, 89, 56, 56, 34, 34, 94, 94, 62, 62, 68, 68, 79, 79, 25, 25, 97, 97, 48, 48, 33, 33, 38, 38, 32, 32, 67, 67, 16, 16, 75, 75]"
1636,51,"[66, 66, 94, 94, 49, 49, 88, 88, 26, 26, 74, 74, 39, 39, 41, 41, 44, 44, 61, 61, 14, 14, 84, 84, 73, 73, 22, 22, 4, 4, 82, 82, 9, 9, 65, 65]"
1637,84,"[56, 56, 78, 78, 48, 48, 42, 42, 24, 24, 70, 70, 15, 15, 43, 43, 22, 22, 71, 71, 53, 53, 37, 37, 13, 13, 80, 80, 58, 58, 15, 15, 96, 96, 24, 24]"
1638,35,"[73, 73, 80, 80, 2, 2, 8, 8, 57, 57, 45, 45, 18, 18, 48, 48, 64, 64, 91, 91, 38, 38, 80, 80, 8, 8, 45, 45, 46, 46, 52, 52, 7, 7, 25, 25]"
1639,91,"[74, 74, 97, 97, 72, 72, 77, 77, 85, 85, 61, 61, 79, 79, 39, 39, 7, 7, 66, 66, 73, 73, 21, 21, 96, 96, 3, 3, 34, 34, 75, 75, 89, 89, 40, 40]"
1640,24,"[26, 26, 35, 35, 30, 30, 34, 34, 56, 56, 69, 69, 89, 89, 72, 72, 98, 98, 99, 99, 56, 56, 29, 29, 96, 96, 57, 57, 36, 36, 23, 23, 35, 35, 98, 98]"
1641,12,"[29, 29, 70, 70, 30, 30, 87, 87, 90, 90, 48, 48, 62, 62, 18, 18, 68, 68, 1, 1, 61, 61, 36, 36, 83, 83, 91, 91, 89, 89, 60, 60, 61, 61, 51, 51]"
1642,89,"[70, 70, 57, 57, 80, 80, 34, 34, 89, 89, 1, 1, 66, 66, 93, 93, 83, 83, 94, 94, 31, 31, 19, 19, 29, 29, 98, 98, 11, 11, 76, 76, 94, 94, 3, 3]"
1643,4,"[53, 53, 74, 74, 61, 61, 21, 21, 29, 29, 62, 62, 31, 31, 0, 0, 0, 0, 76, 76, 81, 81, 3, 3, 13, 13, 59, 59, 7, 7, 24, 24, 75, 75, 89, 89]"
1644,76,"[71, 71, 64, 64, 6, 6, 98, 98, 79, 79, 28, 28, 99, 99, 68, 68, 85, 85, 68, 68, 1, 1, 40, 40, 76, 76, 0, 0, 11, 11, 4, 4, 12, 12, 2, 2]"
1645,99,"[25, 25, 68, 68, 66, 66, 100, 100, 32, 32, 80, 80, 95, 95, 16, 16, 43, 43, 68, 68, 58, 58, 46, 46, 42, 42, 27, 27, 6, 6, 17, 17, 29, 29, 83, 83]"
1646,100,"[14, 14, 64, 64, 56, 56, 68, 68, 89, 89, 3, 3, 5, 5, 29, 29, 60, 60, 66, 66, 93, 93, 98, 98, 22, 22, 98, 98, 100, 100, 78, 78, 96, 96, 36, 36]"
1647,60,"[94, 94, 41, 41, 83, 83, 28, 28, 14, 14, 78, 78, 63, 63, 65, 65, 34, 34, 1, 1, 26, 26, 69, 69, 72, 72, 41, 41, 13, 13, 94, 94, 2, 2, 46, 46]"
1648,43,"[88, 88, 35, 35, 84, 84, 3, 3, 90, 90, 19, 19, 40, 40, 4, 4, 43, 43, 72, 72, 49, 49, 82, 82, 11, 11, 20, 20, 8, 8, 25, 25, 1, 1, 46, 46]"
1649,9,"[13, 13, 78, 78, 99, 99, 16, 16, 81, 81, 62, 62, 34, 34, 60, 60, 2, 2, 13, 13, 29, 29, 17, 17, 52, 52, 49, 49, 40, 40, 15, 15, 19, 19, 78, 78]"
